user_id,locale,birthyear,gender,joinedAt,location,timezone,count,lat,lng
3171083451,ID,1986.0,male,2012-10-03,Sigli  Aceh  Indonesia,420.0,52.0,5.3847762999999995,95.96023709999999
4101519751,ID,1994.0,male,2012-11-05,Yogyakarta,420.0,3092.0,,
3076110891,US,1997.0,female,2012-10-27,Ripailles  15,240.0,2.0,45.6675446,6.3874265
1638865939,US,1993.0,female,2012-11-29,Tbilisi  Georgia,270.0,540.0,41.71513770000001,44.827096000000004
1326153915,US,1972.0,female,2012-11-10,Amarillo  TX,-480.0,1.0,35.2219971,-101.8312969
1622358303,ID,1994.0,female,2012-11-08,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
556235032,US,1986.0,male,2012-10-22,Long Beach  California,-480.0,81.0,33.770050399999995,-118.1937395
2084209520,IR,1988.0,male,2012-10-26,Chicago  IL,-510.0,12.0,,
3241496548,ID,1992.0,female,2012-10-30,Jogjakarta  Indonesia,420.0,418.0,-7.7955798,110.3694896
2163304477,ES,1994.0,male,2012-11-04,Santo Domingo  Dominican Republic,60.0,1442.0,18.4860575,-69.93121169999999
2536442907,HU,1971.0,male,2012-10-30,Hamilton  Ontario,-300.0,38.0,43.255720600000004,-79.87110240000001
3213877831,US,1994.0,male,2012-10-30,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
516112393,US,1989.0,male,2012-11-28,  ,300.0,1475.0,,
1185293178,US,1991.0,male,2012-11-13,  ,420.0,1475.0,,
2521576959,US,1994.0,female,2012-11-01,Phnom Penh,-300.0,2169.0,11.544872900000001,104.89216680000001
3301922958,LA,1989.0,female,2012-10-31,San Antonio  Texas,-180.0,2.0,29.4241219,-98.4936282
2760353297,US,1992.0,male,2012-10-27,Hamilton  Ontario,-300.0,38.0,43.255720600000004,-79.87110240000001
478822209,ID,1989.0,male,2012-10-26,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
400614728,ID,1945.0,male,2012-11-03,Bandung  Indonesia,420.0,179.0,-6.917463900000001,107.61912279999999
1257044723,US,1991.0,male,2012-10-30,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
1664144722,US,1992.0,male,2012-10-26,Malangas,-420.0,1.0,7.6240223,123.000095
3014754205,FR,1991.0,,2012-11-17,  ,60.0,1475.0,,
3907797051,GE,1996.0,female,2012-10-30,Tbilisi  Georgia,180.0,540.0,41.71513770000001,44.827096000000004
231604513,US,1971.0,female,2012-09-26,Fredericton  New Brunswick,-240.0,36.0,45.963589500000005,-66.6431151
397493741,ID,1994.0,male,2012-10-04,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
1066251866,US,1981.0,female,2012-07-22,,-240.0,,,
696987268,ID,1994.0,male,2012-11-07,Jakarta  04,420.0,293.0,-6.2227172999999985,106.9270718
1385874884,ES,1988.0,male,2012-10-30,Santo Domingo  05,-300.0,155.0,35.5373628,-105.9440855
4118231360,US,1983.0,male,2012-10-30,Rose Hill  Mauritius,240.0,28.0,-20.2230305,57.468382999999996
3391291885,US,1988.0,female,2012-07-01,,-240.0,,,
629450757,ID,1995.0,male,2012-10-09,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
3095780957,US,1997.0,male,2012-11-24,South Orange  NJ,-300.0,2.0,40.7489277,-74.26099029999999
1428006660,US,1996.0,female,2012-11-01,Moka  15,240.0,7.0,48.84979879999999,2.2948228
260868573,LA,1992.0,female,2012-10-30,Santo Domingo  Dominican Republic,-240.0,1442.0,18.4860575,-69.93121169999999
18236457,US,1984.0,female,2012-10-22,Edmonton  Alberta,-360.0,13.0,53.544389,-113.4909267
1340214757,US,1993.0,male,2012-11-01,Phnom Pen  Phnum Penh  Cambodia,420.0,471.0,11.544872900000001,104.89216680000001
2307916239,US,1992.0,male,2012-08-24,,-240.0,,,
383523902,FR,1996.0,female,2012-10-30,Camp De Masque  Flacq  Mauritius,240.0,4.0,-20.2366723,57.675076399999995
1362131683,ID,1992.0,female,2012-10-29,Yogyakarta,510.0,3092.0,,
4000415991,ID,1992.0,male,2012-09-27,Medan  Indonesia,-660.0,4509.0,3.5951956,98.6722227
280623319,ES,1995.0,female,2012-11-01,Santo Domingo  Dominican Republic,-240.0,1442.0,18.4860575,-69.93121169999999
3262415606,AR,1989.0,male,2012-11-12,Riyadh  10,180.0,43.0,24.671758899999997,46.7902268
3241171529,ID,1988.0,male,2012-10-02,Medan  Indonesia,-480.0,4509.0,3.5951956,98.6722227
2590194327,CZ,1989.0,female,2012-09-29,Long Beach  California,60.0,81.0,33.770050399999995,-118.1937395
126261611,LA,1997.0,female,2012-11-14,Santo Domingo  05,60.0,155.0,35.5373628,-105.9440855
3554343061,ID,1991.0,male,2012-10-30,Yogyakarta,420.0,3092.0,,
2310568898,US,1989.0,male,2012-10-31,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
4024656921,US,1990.0,male,2012-10-29,Pomona  California,-420.0,21.0,34.055103,-117.7499909
2772395102,US,1985.0,male,2012-07-10,,-240.0,,,
2383805605,US,1994.0,female,2012-10-28,Phnom Penh  11,420.0,631.0,11.513449699999999,104.7721035
1735489155,US,1985.0,male,2012-09-30,Hollywood  California,-480.0,106.0,34.0928092,-118.3286614
1322179556,US,1981.0,male,2012-11-05,San Francisco  California,-480.0,434.0,37.7749295,-122.4194155
696255166,LA,1996.0,male,2012-10-30,Manganagua  Distrito Nacional  Dominican Republic,420.0,2.0,18.4522021,-69.96471129999999
886602676,US,1985.0,female,2012-06-11,,-240.0,,,
391099276,GB,1984.0,male,2012-11-14,Torrance  CA,-240.0,193.0,,
1970033840,US,1987.0,female,2012-11-06,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
3334164862,US,1994.0,male,2012-11-20,Gujranwala  04,300.0,6.0,32.0694392,74.18713670000001
3210397743,GB,1992.0,female,2012-11-07,Yogyakarta,420.0,3092.0,,
3401337435,VN,,female,2012-05-09,,-240.0,,,
48222018,ID,1992.0,male,2012-09-24,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
929368698,US,1987.0,male,2012-11-01,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
3979609579,ES,1996.0,female,2012-10-31,Santo Domingo  Dominican Republic,-60.0,1442.0,18.4860575,-69.93121169999999
3517494273,ID,1995.0,female,2012-10-28,Jakarta  Indonesia,420.0,394.0,-6.1744651,106.822745
1367741577,ID,1991.0,female,2012-10-30,Yogyakarta,420.0,3092.0,,
561358023,LA,1997.0,female,2012-10-27,Santiago  Chile,-180.0,4.0,-33.4488897,-70.66926550000001
1461782489,US,1994.0,male,2012-11-01,Dubai  United Arab Emirates,240.0,14.0,25.204849300000003,55.2707828
2216281936,ID,1992.0,male,2012-10-27,Jakarta  Indonesia,420.0,394.0,-6.1744651,106.822745
3636372794,ID,1985.0,female,2012-10-28,Mataram,180.0,38.0,-8.5769951,116.10048940000001
202329892,ID,1993.0,female,2012-10-29,Yogyakarta,420.0,3092.0,,
3719959066,ID,1992.0,male,2012-11-01,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
345751734,ID,1997.0,male,2012-10-01,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
2988539287,ID,1993.0,male,2012-11-08,Yogyakarta,420.0,3092.0,,
273462877,US,1993.0,,2012-09-20,King City  Ontario,-240.0,1.0,43.9286902,-79.5281431
1838814702,LA,1995.0,female,2012-10-27,Santiago De Los Caballeros  Santiago  Dominican Republic,-240.0,50.0,19.4791963,-70.6930568
2698768412,GB,1992.0,male,2012-10-07,Bekasi,420.0,211.0,-6.2382699,106.9755726
1388443507,US,1993.0,male,2012-11-24,Phnom Penh  11,420.0,631.0,11.513449699999999,104.7721035
680676967,ID,1996.0,female,2012-09-10,,420.0,,,
1312737433,HU,1998.0,male,2012-10-28,Miskolc  Hungary,60.0,173.0,48.103477500000004,20.7784384
3124190075,ID,1991.0,female,2012-09-26,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
2397407066,US,1993.0,male,2012-10-30,Phnom Penh  11,420.0,631.0,11.513449699999999,104.7721035
1265084101,ID,1995.0,female,2012-10-22,Tarutung  Sumatera Utara  Indonesia,420.0,9.0,2.0121688,98.9797467
3347037532,ID,1991.0,male,2012-10-31,Yogyakarta,420.0,3092.0,,
376762284,US,1980.0,female,2012-09-09,,-240.0,,,
3595020679,US,1993.0,male,2012-11-01,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
148206780,LA,1998.0,female,2012-11-04,Orlando  Florida,420.0,2.0,28.5383355,-81.3792365
4196815625,ID,1990.0,female,2012-10-29,Yogyakarta,420.0,3092.0,,
2416779518,US,1985.0,female,2012-10-30,Paramount  CA,-480.0,3.0,33.8894598,-118.15979109999998
3750146106,ID,1999.0,male,2012-10-31,Jakarta  Indonesia,420.0,394.0,-6.1744651,106.822745
2583349450,ID,1996.0,female,2012-10-03,Bekasi,420.0,211.0,-6.2382699,106.9755726
3253116567,US,1990.0,female,2012-09-16,Phoenix  Arizona,-420.0,128.0,33.4483771,-112.07403729999999
825785621,GB,1978.0,female,2012-06-30,,-240.0,,,
3407820257,US,1980.0,male,2012-11-18,  ,210.0,1475.0,,
2429780408,ID,1995.0,male,2012-10-26,Tanjungbalai  Sumatera Utara  Indonesia,420.0,22.0,2.9662346,99.7985457
59757079,LA,1986.0,male,2012-11-01,Santo Domingo  Dominican Republic,480.0,1442.0,18.4860575,-69.93121169999999
3220654571,ID,1993.0,female,2012-10-28,Padangsidimpuan  Sumatera Utara  Indonesia,420.0,50.0,1.3721801000000002,99.2730146
947788891,ID,1991.0,female,2012-10-30,Yogyakarta,420.0,3092.0,,
2382998445,ID,1994.0,female,2012-09-24,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
1132626084,US,1976.0,male,2012-07-18,,-240.0,,,
4135106289,ID,1986.0,male,2012-10-26,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
3622381291,US,1985.0,male,2012-10-22,undefined  undefined,240.0,191.0,,
3522195950,US,1996.0,male,2012-10-27,San Clemente  California,-480.0,15.0,33.4269728,-117.6119925
681281366,ID,1993.0,male,2012-09-23,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
1922540960,ID,1994.0,male,2012-10-03,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
476136667,GB,1982.0,female,2012-06-28,,-240.0,,,
3838947884,US,1985.0,male,2012-10-30,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
2327893693,US,1989.0,male,2012-10-30,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
1056827437,US,,female,2012-05-18,,-240.0,,,
2824605516,US,1993.0,male,2012-10-09,Fullerton  California,-480.0,12.0,33.8703596,-117.9242966
319295621,ID,1995.0,male,2012-10-13,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
664543409,US,1988.0,female,2012-10-11,Manhattan Beach  California,-480.0,2.0,33.884736100000005,-118.41090890000001
4215831838,ID,1990.0,male,2012-10-30,Semarang  Indonesia,420.0,114.0,-7.0051453,110.43812539999999
1074625736,LA,1987.0,female,2012-09-27,Los Angeles  California,-480.0,1555.0,34.0522342,-118.24368490000002
318979432,US,1996.0,male,2012-11-25,  ,210.0,1475.0,,
1975537478,US,1992.0,female,2012-09-22,Ottawa  Ontario,-240.0,149.0,45.42152960000001,-75.69719309999998
231193434,US,1996.0,female,2012-09-23,Tripoli  Libya,120.0,11.0,,
2799381792,ID,1995.0,female,2012-10-30,Cirebon,420.0,55.0,-6.7320229000000005,108.55231640000001
2593171476,US,1990.0,male,2012-11-01,Phnom Penh  11,420.0,631.0,11.513449699999999,104.7721035
993257909,PT,1991.0,female,2012-10-10,Los Angeles  California,,1555.0,34.0522342,-118.24368490000002
1879197141,ID,1994.0,male,2012-11-24,Los Angeles  California,420.0,1555.0,34.0522342,-118.24368490000002
3689975266,ES,1995.0,female,2012-10-26,Santo Domingo  Dominican Republic,-240.0,1442.0,18.4860575,-69.93121169999999
2311562495,US,1985.0,male,2012-10-29,,60.0,,,
2233024749,BA,1952.0,female,2012-10-30,Zagreb  Croatia,,2.0,,
2627004557,US,,female,2012-05-14,,-240.0,,,
797855953,IR,1977.0,male,2012-11-12,  ,210.0,1475.0,,
3055062047,ID,1991.0,male,2012-10-30,Djokja  Yogyakarta  Indonesia,420.0,398.0,-7.7955798,110.3694896
571395229,US,1988.0,male,2012-11-01,Islamabad  08,300.0,32.0,33.69304,73.058902
1813332352,AR,1981.0,male,2012-10-31,  ,240.0,1475.0,,
182405751,US,1984.0,female,2012-11-01,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
14976430,US,1995.0,female,2012-10-26,Laventure  Flacq  Mauritius,240.0,6.0,-20.149400600000003,57.68641379999999
816897495,US,1990.0,female,2012-11-01,Semarang  Indonesia,420.0,114.0,-7.0051453,110.43812539999999
514217244,ID,1992.0,male,2012-10-24,Yogyakarta,420.0,3092.0,,
2399421483,AR,1977.0,male,2012-11-19,Bayan  02,180.0,1.0,39.06326729999999,-82.6356334
970246209,US,1995.0,female,2012-11-01,Paris  France,180.0,26.0,48.856614,2.3522218999999995
424840524,ID,1991.0,female,2012-11-20,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
2822919888,ID,1988.0,male,2012-10-21,Sibolga,420.0,58.0,1.7368371,98.7851121
4116824604,GB,1988.0,female,2012-09-16,Toronto  Ontario,-240.0,696.0,,
3949926750,HU,,female,2012-04-26,,-240.0,,,
3271027231,US,1994.0,female,2012-10-27,Flacq  Flacq  Mauritius,240.0,90.0,-20.2257836,57.7119274
1538685648,ID,1993.0,male,2012-10-23,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
3095717378,ID,1987.0,male,2012-10-30,Yogyakarta  10,420.0,90.0,,
743709761,US,1991.0,male,2012-11-04,Yogyakarta,420.0,3092.0,,
1220061846,US,1988.0,male,2012-10-30,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
4236079011,ID,1994.0,male,2012-10-02,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
2061907230,ID,1993.0,male,2012-10-03,Tanjungbalai  Sumatera Utara  Indonesia,420.0,22.0,2.9662346,99.7985457
3251568850,ID,1994.0,female,2012-10-27,Purwokerto  Jawa Tengah  Indonesia,420.0,154.0,-7.424278200000001,109.2396366
4127380492,US,1991.0,male,2012-06-05,,-240.0,,,
3234335387,HU,1958.0,female,2012-10-29,Miskolc  Hungary,60.0,173.0,48.103477500000004,20.7784384
2754329586,US,1990.0,male,2012-09-28,Toronto  ON,-300.0,64.0,,
1532391766,GB,1990.0,female,2012-10-28,Toronto  Ontario,-300.0,696.0,,
1599704727,ID,1996.0,female,2012-09-27,Medan  Indonesia,-720.0,4509.0,3.5951956,98.6722227
1614333053,US,1994.0,female,2012-10-31,Malang,420.0,108.0,-7.9666204,112.6326321
3418581863,US,1993.0,female,2012-10-04,Manila  Philippines,480.0,19.0,14.599512400000002,120.98421950000001
1228677594,US,1995.0,female,2012-10-30,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
2125691893,GB,1996.0,female,2012-11-01,Phnom Pen  Phnum Penh  Cambodia,420.0,471.0,11.544872900000001,104.89216680000001
3247499005,US,1987.0,female,2012-10-29,Varanasi  India,330.0,6.0,,
3108152171,ID,1994.0,female,2012-10-31,Djokja  Yogyakarta  Indonesia,420.0,398.0,-7.7955798,110.3694896
4148930352,GB,1991.0,female,2012-09-26,Sigli  Aceh  Indonesia,420.0,52.0,5.3847762999999995,95.96023709999999
2879905973,KR,1991.0,male,2012-11-06,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
539209386,US,1991.0,female,2012-11-11,Port Louis  Mauritius,240.0,113.0,-20.1608912,57.50122220000001
3366003884,US,1994.0,female,2012-11-01,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
4066127629,GB,1989.0,male,2012-09-22,Phoenix  Arizona,-420.0,128.0,33.4483771,-112.07403729999999
70643751,US,1979.0,male,2012-09-13,San Francisco  California,-420.0,434.0,37.7749295,-122.4194155
2609385565,ID,1986.0,female,2012-11-18,Sewon  Yogyakarta  Indonesia,420.0,3.0,-7.852936700000001,110.3606701
3403712339,ES,1995.0,female,2012-10-28,Santo Domingo  Dominican Republic,-240.0,1442.0,18.4860575,-69.93121169999999
2319358245,ID,1998.0,female,2012-11-01,Yogyakarta,420.0,3092.0,,
2333869357,US,1998.0,female,2012-11-06,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
3095718598,US,1995.0,female,2012-11-17,Newark  New Jersey,-300.0,7.0,40.735657,-74.1723667
196091383,ID,1992.0,male,2012-11-15,Yogyakarta,360.0,3092.0,,
98265558,ID,1994.0,female,2012-10-25,Bantoel  Yogyakarta  Indonesia,420.0,68.0,-7.919016900000001,110.3785438
3211585676,US,1990.0,male,2012-11-01,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
3749907461,US,1986.0,male,2012-11-17,Bellflower  CA,-480.0,5.0,33.881681799999996,-118.1170117
2770619993,IR,1991.0,male,2012-11-26,  ,210.0,1475.0,,
2008761267,US,1982.0,male,2012-10-03,Stoney Creek  ON,-300.0,1.0,43.2272182,-79.71955859999998
812313343,ID,1996.0,male,2012-09-29,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
1730903811,US,1992.0,male,2012-10-31,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
1651858997,US,1992.0,female,2012-10-30,Phnom Penh  11,420.0,631.0,11.513449699999999,104.7721035
686209839,ID,1996.0,female,2012-09-26,Jakarta  04,420.0,293.0,-6.2227172999999985,106.9270718
1216665957,ID,1992.0,male,2012-11-01,Medan  Indonesia,420.0,4509.0,3.5951956,98.6722227
3299147324,US,1991.0,male,2012-11-07,Long Beach  California,-480.0,81.0,33.770050399999995,-118.1937395
843086547,ID,1991.0,female,2012-11-01,Yogyakarta,420.0,3092.0,,
353145578,US,1971.0,male,2012-10-03,San Francisco  CA,-480.0,90.0,37.7749295,-122.4194155
446976642,US,1991.0,female,2012-09-22,Sault Sainte Marie  Ontario,-300.0,1.0,46.52185799999999,-84.3460896
2153405519,ID,1994.0,female,2012-11-29,Jogjakarta  Indonesia,420.0,418.0,-7.7955798,110.3694896
3250026293,US,1993.0,female,2012-10-28,San Clemente  California,-480.0,15.0,33.4269728,-117.6119925
3260498441,US,1991.0,male,2012-10-25,Los Angeles  California,-480.0,1555.0,34.0522342,-118.24368490000002
3467746743,US,1986.0,male,2012-11-26,Mazar-e Sharif  Afghanistan,270.0,1.0,36.69261669999999,67.1179511
2476260967,GE,1994.0,female,2012-11-04,Tbilisi  Georgia,-480.0,540.0,41.71513770000001,44.827096000000004
953136096,ID,1994.0,male,2012-11-04,Yogyakarta,420.0,3092.0,,
1529672559,US,1977.0,female,2012-11-30,Pinole  California,-480.0,1.0,38.0043667,-122.29885870000001
2181230661,ID,1994.0,male,2012-10-30,Yogyakarta,-480.0,3092.0,,
4076881627,US,1967.0,female,2012-09-30,Los Angeles  California,-480.0,1555.0,34.0522342,-118.24368490000002
2414280321,US,1984.0,female,2012-12-12,San Francisco  California,-480.0,434.0,37.7749295,-122.4194155
4180064266,ID,1999.0,female,2012-09-10,,420.0,,,
3091285956,ES,1997.0,female,2012-10-27,Santo Domingo  Dominican Republic,-240.0,1442.0,18.4860575,-69.93121169999999
1441655525,US,,female,2012-05-10,,-240.0,,,
483332100,ID,1997.0,female,2012-09-27,Medan  26,420.0,211.0,3.6184529999999997,98.681975
4164694734,BR,1985.0,female,2012-08-17,,-240.0,,,
3940489603,US,1995.0,male,2012-10-27,Port Louis  Mauritius,240.0,113.0,-20.1608912,57.50122220000001
2857568747,US,1990.0,female,2012-11-01,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
3637759127,US,1990.0,female,2012-05-30,,-300.0,,,
3396616989,ID,1993.0,male,2012-10-17,Sibolga,420.0,58.0,1.7368371,98.7851121
2162037984,ID,1991.0,female,2012-10-29,Yogyakarta,420.0,3092.0,,
3830542942,GE,1992.0,male,2012-11-01,Tbilisi  Georgia,-480.0,540.0,41.71513770000001,44.827096000000004
2468212516,US,1992.0,male,2012-08-18,,-240.0,,,
3836413215,US,1991.0,male,2012-09-21,Tempe  Arizona,-420.0,57.0,,
3536271826,US,1987.0,male,2012-10-21,Valley Stream  NY,480.0,1.0,,
1703119247,GB,1992.0,male,2012-12-05,Los Angeles  California,-480.0,1555.0,34.0522342,-118.24368490000002
460776321,US,1994.0,female,2012-11-19,,420.0,,,
1576089640,US,1994.0,male,2012-10-30,Phnom Penh,420.0,2169.0,11.544872900000001,104.89216680000001
3525636297,ID,1997.0,male,2012-10-30,DKI Jakarta,420.0,44.0,-6.1744651,106.822745
1093980202,US,1994.0,male,2012-09-27,Seal Beach  California,-420.0,2.0,33.7414064,-118.1047866
1723423670,ID,1994.0,female,2012-10-29,Yogyakarta,420.0,3092.0,,
1505800597,BR,1989.0,female,2012-10-27,Porto Alegre,-120.0,159.0,-30.0346471,-51.2176584
973980108,ID,1995.0,male,2012-10-27,Jakarta  Indonesia,420.0,394.0,-6.1744651,106.822745
3295831632,GB,1993.0,female,2012-11-15,Mataram,420.0,38.0,-8.5769951,116.10048940000001
227032364,ES,,female,2012-05-06,,-300.0,,,
